EmployeeID,Employee Name ,OfficeState,DeviceType,EligibleForPromotion,RepeatHire,Organization,Department,BaseSalaryUSD,VacationHoursBalance,EmployeeRating,CurrentPeriodHours,PriorPeriodHours,PerformanceRating,NumberOfPreviousJobs,DaysSinceVacation,StartMonth,StartWeek,EmployeeTenure,Still Employed
bx82830,Dorie Antonelli,LA,-,no,no,Management,Training & Development,143800,13,2,196.9,149.9,4.6,4,98,Dec,W52,99,Yes
bz27197,Kara-lynn Traill,KY,-,yes,no,Management,Training & Development,237900,19,1,251.7,223.1,13,2,124,Nov,W48,124,Yes
bz49217,Vivienne Scorah,IN,-,no,no,Management,Training & Development,42400,13,2,188.2,150.7,10.1,4,96,Sep,W39,126,Yes
cc30028,Veronica Sedcole,NE,iPhone,no,no,Management,Training & Development,103350,14,1,243.9,165.3,8.9,2,130,Dec,W51,87,Yes
cd70114,Seka Cossons,MD,-,yes,no,Management,Training & Development,142300,15,3,192.6,172.7,9.5,4,109,Jul,W30,116,Yes
cf77689,Benedikta Steckings,PA,-,no,no,Management,Training & Development,152600,14,1,264.5,162.3,6.6,2,154,Jul,W28,129,Yes
ci82281,Elisabet Kingsbury,NC,Galaxy,no,no,Management,Training & Development,141600,16,1,167.9,192.4,7.7,6,106,Dec,W50,87,Yes
cj24366,Hewet Vido,SD,iPhone,no,no,Management,Training & Development,156850,15,3,183.4,172,13.7,3,118,Mar,W13,84,Yes
cj94006,Pavla Sijmons,UT,-,no,no,Management,Training & Development,219400,14,1,225.1,161.4,11.7,5,121,Feb,W06,110,Yes
ck69747,Gwendolyn Fazackerley,ID,-,yes,no,Management,Training & Development,142550,21,1,203.9,246.8,7.5,11,106,Apr,W17,107,Yes
ck98497,Quillan Gough,TN,-,yes,no,Management,Training & Development,158800,22,0,317.8,261,15,5,84,Aug,W33,128,Yes
cn42652,Harwell Mellenby,WI,-,no,no,Management,Training & Development,132950,15,2,196.1,171,8.6,4,131,Dec,W49,112,Yes
cn90283,Michel Parkin,CO,-,yes,no,Management,Training & Development,174700,19,1,215.9,219.3,14,4,114,Jun,W25,117,Yes
cr46944,Nelson Morshead,IA,iPhone,no,no,Management,Training & Development,102600,26,4,203,307.2,13.1,6,91,Feb,W07,73,Yes
cw70229,Gigi Humm,VA,Galaxy,yes,no,Management,Training & Development,174700,25,1,214.2,298.5,6.9,4,134,Oct,W43,89,Yes
cw86551,Sapphire Trickett,VT,iPhone,no,no,Management,Training & Development,110000,13,0,215.5,157.3,13.3,3,104,Dec,W52,87,Yes
cx66001,Dorolisa Manzell,AZ,-,yes,no,Management,Training & Development,132500,14,3,127.6,162.3,13.1,5,122,Oct,W43,126,Yes
cz63541,Cindi Coltart,RI,-,yes,no,Management,Training & Development,101650,24,2,263.4,278.7,5.9,2,103,Apr,W17,107,Yes
cz71159,Daisie Denisot,WI,iPhone,no,no,Management,Training & Development,238850,14,1,77.9,160.6,0,0,123,Jun,W24,69,Yes
cz98422,Fanny Furley,ID,iPhone,no,no,Management,Training & Development,72950,14,3,178.5,165.3,9.2,4,125,Jul,W28,80,Yes
dd67699,Jada Haggata,TX,-,no,no,Management,Training & Development,172800,22,3,115.9,259.9,7.8,2,81,Dec,W52,111,Yes
de68544,Ardenia Garner,CA,iPhone,yes,no,Management,Training & Development,228300,15,2,166.3,178.2,11.6,3,157,Jan,W01,86,Yes
de99430,Kelly Vaissiere,WV,-,no,no,Management,Training & Development,143150,21,1,214.7,243.8,11.1,2,104,Jul,W30,128,Yes
df47780,Thia Compford,UT,iPhone,no,no,Management,Training & Development,162600,12,2,246,138.5,6.4,3,109,Apr,W15,83,Yes
dg17358,Kippie Hookes,HI,iPhone,no,no,Management,Training & Development,53450,20,1,168.9,231,8.5,5,79,Mar,W12,84,Yes
di46977,Angelique Bolton,TN,-,no,no,Management,Training & Development,187850,17,4,118,204.5,6.8,3,125,Jun,W26,130,Yes
dj11681,Steffane Gayter,WI,-,no,no,Management,Training & Development,185800,13,2,204.6,149.9,9.2,5,145,Mar,W10,97,Yes
dj61983,Emelen Lantuffe,UT,Galaxy,no,no,Management,Training & Development,140150,18,2,229.4,210.4,7.8,4,101,Apr,W16,71,Yes
dk33473,Yehudi Chatwood,ID,-,no,no,Management,Training & Development,233250,17,1,160.8,198.6,6,3,97,Dec,W50,124,Yes
dk33476,Joseph Pauwel,RI,iPhone,no,no,Management,Training & Development,145450,22,1,91.6,257.2,16.2,3,98,Jun,W24,81,Yes
dn35726,Irvine Poore,RI,-,no,no,Management,Training & Development,153450,20,0,232.5,230,10.6,3,113,Jun,W24,130,Yes
dp71921,Birch Jancy,NV,-,yes,no,Management,Training & Development,100300,14,2,205.7,167.2,11.8,2,121,May,W18,107,Yes
dr20412,Nixie Beardwell,NJ,-,no,no,Management,Training & Development,143150,18,1,81.6,217.1,11.8,7,144,Mar,W11,121,Yes
ef17226,Grover Obington,WA,-,no,no,Management,Training & Development,176700,18,2,109.6,210.5,7.7,2,111,Oct,W43,101,Yes
ef68083,Hillard Larver,WY,-,yes,yes,Management,Training & Development,81500,14,1,152.8,159.5,10.4,3,146,Mar,W10,121,Yes
eh85742,Audie Colqueran,MS,-,no,yes,Management,Training & Development,232500,16,2,153.8,183.8,11,9,83,Apr,W15,107,Yes
ei29963,Kordula Elgram,IN,-,no,no,Management,Training & Development,170950,15,3,237.4,170.7,11.6,3,101,Jul,W29,104,Yes
ej11821,Yardley Kee,MI,-,yes,no,Management,Training & Development,131900,20,0,261.6,230.9,4.5,4,148,Oct,W40,114,Yes
ej66302,Lenci Larraway,IN,-,yes,yes,Management,Training & Development,245250,17,1,228.4,203.4,13,5,89,Jun,W24,118,Yes
ej96202,Henriette Rushmare,NV,Galaxy,no,no,Management,Training & Development,168050,21,3,181.2,250.5,10.5,3,68,Apr,W17,71,Yes
ek86272,Jeanette Heimes,AR,-,no,yes,Management,Training & Development,139400,13,0,123.8,153.1,6.4,4,117,Sep,W36,103,Yes
ep27121,Almeda Holligan,NV,-,yes,no,Management,Training & Development,188200,14,1,247,165.8,10.8,12,131,Jun,W26,117,Yes
eu55910,Godfree Goundrill,NH,-,no,no,Management,Training & Development,147400,18,1,141.5,213.7,11.5,4,89,Aug,W32,104,Yes
ey85093,Eal Vasyutkin,MO,Galaxy,yes,no,Management,Training & Development,95050,20,1,268.3,239.6,6.9,4,117,Nov,W47,88,Yes
ez82281,Ingram Whitman,VT,Galaxy,yes,no,Management,Training & Development,183500,22,1,180.2,257.9,11.6,4,107,Jun,W25,93,Yes
fe14928,Giulietta Rangeley,ND,-,no,no,Management,Training & Development,100750,15,1,255.7,177.8,12.1,4,124,Apr,W17,95,Yes
ff41977,Kizzee Almack,MA,-,no,no,Management,Training & Development,151550,16,0,129.1,189,14.6,5,91,Jul,W30,141,Yes
fh54287,Sarene Hurworth,UT,-,yes,no,Management,Training & Development,95900,21,2,178.7,243.9,13.2,6,112,Jun,W23,154,Yes
fk84767,Pen Awmack,WI,iPhone,yes,no,Management,Training & Development,68150,19,1,122.6,219,8.6,2,118,Mar,W11,84,Yes
fl67543,Heinrick O'Hannay,MS,-,yes,no,Management,Training & Development,108300,9,0,164.2,103.3,9.1,3,114,Oct,W40,114,Yes
fm48230,Lenard La Croce,SC,Galaxy,no,no,Management,Training & Development,143800,23,0,170.2,271.5,10.6,2,92,Feb,W09,73,Yes
fn77903,Eadmund Moles,CA,-,no,no,Management,Training & Development,177400,18,0,178.1,212.8,8.5,4,119,Jun,W25,154,Yes
ft58695,Burke Pilch,TX,-,no,no,Management,Training & Development,118850,15,2,201.6,174.9,9.4,7,158,Oct,W40,102,Yes
gb45982,Kristi Licciardiello,NY,iPhone,yes,no,Management,Training & Development,243600,27,1,193.9,315.3,10.3,6,117,May,W20,82,Yes
ge81410,Bidget MacDirmid,FL,-,yes,no,Management,Training & Development,120800,16,1,164.8,183.4,9.6,4,144,Aug,W32,128,Yes
gg50112,Aleda Kelleher,KS,-,yes,no,Management,Training & Development,191700,21,0,245.7,246.3,9.8,2,120,Jan,W01,111,Yes
gi68785,Doria Dubose,AL,-,no,no,Management,Training & Development,138550,19,2,233.4,219.1,6.7,3,104,Aug,W33,115,Yes
gj39571,Flory Farguhar,DC,-,no,yes,Management,Training & Development,58250,29,0,205.2,337.1,12.1,9,130,Oct,W40,114,Yes
gm58653,Glynn Fox,GA,Galaxy,yes,no,Management,Training & Development,187000,18,3,152.8,217.3,14.7,6,117,Apr,W16,83,Yes
gn34559,Melitta Pardy,IN,-,yes,no,Management,Training & Development,186750,16,2,184.5,186.8,9.5,2,109,Jul,W29,141,Yes
gq81094,Alfy Voase,NH,-,no,no,Management,Training & Development,196600,18,3,217.4,210.4,12.4,2,99,Aug,W35,103,Yes
gu13855,Gustav McAuley,LA,-,no,no,Management,Training & Development,148350,22,1,170.5,259.3,11.3,7,86,May,W22,130,Yes
gw77759,Tim Hellmer,NV,-,yes,no,Management,Training & Development,174250,13,2,158.6,152,10.2,5,75,Jul,W28,105,Yes
gx35875,Tawsha Elleyne,AR,iPhone,no,no,Management,Training & Development,121150,17,2,122.1,195.7,7.8,8,103,Sep,W37,90,Yes
gx62826,Malanie Eskriett,VA,Galaxy,yes,no,Management,Training & Development,147050,21,0,300,245.8,4.8,3,79,May,W20,94,Yes
ha29958,Jack Cheak,RI,-,no,no,Management,Training & Development,184600,21,3,226.1,246.7,15.8,7,104,Aug,W34,115,Yes
ha45664,Gerta Watmough,GA,-,no,no,Management,Training & Development,167450,17,3,202,203.7,8.7,3,122,Nov,W46,100,Yes
ha70818,Rosella Orpwood,OK,Galaxy,no,no,Management,Training & Development,181750,23,0,239.8,265.1,15.6,7,108,May,W20,82,Yes
he30875,Loren Calderon,TX,-,no,no,Management,Training & Development,182600,18,3,164.4,209.7,9.4,5,119,Aug,W31,116,Yes
he76804,Dennison Storie,VA,-,no,no,Management,Training & Development,143800,18,1,179.4,216.8,12.6,3,98,Sep,W36,127,Yes
hg47225,Dottie McLardie,OH,iPhone,no,no,Management,Training & Development,165000,19,1,190.4,227.2,15.3,4,69,Oct,W43,65,Yes
hh44500,Leeland Poundsford,NM,-,yes,no,Management,Training & Development,195150,11,2,211.9,132.3,9.5,8,105,Sep,W40,126,Yes
hj39414,Kailey Deluze,NJ,iPhone,no,no,Management,Training & Development,165750,17,0,304.3,198.5,14.8,9,103,Feb,W09,60,Yes
hr14004,Noelle Antuk,ID,iPhone,no,no,Management,Training & Development,128250,14,3,167.7,161.8,11.7,5,102,May,W19,82,Yes
hs71316,Elfrieda Carleton,CT,-,yes,no,Management,Training & Development,161500,10,1,141.5,116.6,12.2,2,91,Jul,W27,141,Yes
hy70973,Timmy Benettini,OR,iPhone,no,yes,Management,Training & Development,145950,12,3,157.9,144.5,6.8,3,101,Jun,W24,81,Yes
hz63895,Wendi Petranek,CO,-,yes,yes,Management,Training & Development,128800,13,1,210.4,147.8,10,4,104,Sep,W37,102,Yes
hz75729,Fergus Kiddy,AZ,-,yes,no,Management,Training & Development,117150,20,2,268.1,235.5,11,6,143,Jan,W03,98,Yes
ic53251,Pam Esslemont,CT,iPhone,no,no,Management,Training & Development,100400,12,1,225.1,144.3,8.2,6,92,Jun,W24,93,Yes
ij44604,Donielle Urwen,NY,Galaxy,no,no,Management,Training & Development,208000,14,1,281.5,168,6.6,1,132,Mar,W10,84,Yes
ik37239,Shellysheldon Walsham,MI,iPhone,no,no,Management,Training & Development,111000,18,3,204.6,208.1,15.6,3,159,Jan,W05,86,Yes
il39593,Clementia Mendez,GA,-,no,no,Management,Training & Development,164300,14,0,225.2,169,11.8,4,165,Feb,W08,109,Yes
im81139,Leeann Dragon,LA,-,no,no,Management,Training & Development,141800,12,0,210.7,143.5,11.8,4,136,May,W20,131,Yes
in47350,Clem Dowbekin,PA,iPhone,no,no,Management,Training & Development,95900,13,0,249.6,156.7,16.3,6,80,Jul,W31,92,Yes
ip76968,Dee dee Leathwood,WV,Galaxy,no,no,Management,Training & Development,182600,11,3,216.9,131,9.4,3,129,Sep,W40,90,Yes
ip83712,Jonell Dailey,OR,-,no,no,Management,Training & Development,136950,17,1,228.4,198.8,10.6,4,96,Sep,W39,102,Yes
iq28021,Valli Stanner,WY,-,no,no,Management,Training & Development,166100,18,1,138.4,212.1,15.1,11,116,Apr,W17,119,Yes
is46865,Janetta Domotor,HI,-,no,no,Management,Training & Development,145000,14,1,210.7,162.1,6.1,1,126,Nov,W46,100,Yes
it72967,Chrystal Gulleford,TN,-,no,yes,Management,Training & Development,144600,23,1,110.7,271.8,8.7,4,109,Jul,W29,116,Yes
it82950,Darrick Ghelarducci,CO,Galaxy,no,no,Management,Training & Development,52600,22,3,212.5,262.6,8.8,2,129,Jun,W24,81,Yes
iv49761,Mab Hands,WI,Galaxy,yes,no,Management,Training & Development,141250,20,3,108.8,238.8,11.2,2,124,Jun,W22,57,Yes
ix82671,Lissie Dunaway,MO,-,no,no,Management,Training & Development,97250,7,2,232.7,78.3,0,0,116,Apr,W14,108,Yes
ix84412,Reed Attle,OR,-,no,yes,Management,Training & Development,183100,17,3,278.5,204.8,12.6,5,94,Apr,W15,107,Yes
jb17446,Walker Witcherley,NY,iPhone,yes,no,Management,Training & Development,75250,15,2,228.7,178.8,11.5,3,123,Sep,W39,90,Yes
jc96200,Lissie Nazer,OH,Galaxy,no,no,Management,Training & Development,167950,14,1,94,164.5,6.4,6,101,Jan,W04,86,Yes
jg70568,Guillaume Fattorini,WY,-,no,no,Management,Training & Development,71050,10,0,226.6,120.9,10.7,9,106,Aug,W34,152,Yes
ji67677,Sydelle D'Ugo,NE,Galaxy,no,no,Management,Training & Development,170000,9,3,233.7,107.9,11.4,2,119,Jun,W26,69,Yes
jj40511,Delmor Mainwaring,UT,-,no,no,Management,Training & Development,118650,11,2,95.6,124.2,15,4,108,Dec,W51,99,Yes
jm30977,Molly Ashforth,ID,-,yes,no,Management,Training & Development,156250,16,0,235,183.4,11.6,7,138,Jun,W23,106,Yes
jm59856,Olympia Angrove,RI,-,no,no,Management,Training & Development,118500,14,0,128.2,159.1,7.7,3,107,Jan,W05,98,Yes
jn79559,Lindy Noirel,TX,-,yes,no,Management,Training & Development,200850,17,1,183.5,195.9,9.7,6,127,Jun,W25,105,Yes
jo26025,Jeremie Brightie,NJ,-,no,yes,Management,Training & Development,153600,15,2,165.3,174.6,12,6,109,May,W21,131,Yes
jo77134,Georg Klulik,SC,-,yes,no,Management,Training & Development,16600,12,0,179.7,140.9,7.9,1,124,Jul,W29,153,Yes
jr15406,Rollie McDougall,GA,Galaxy,no,no,Management,Training & Development,105500,17,3,289.6,202.6,6.7,8,135,Feb,W06,85,Yes
js72191,Joelie Frowing,WY,-,yes,no,Management,Training & Development,181050,16,0,182.7,191.1,9.5,3,127,May,W19,119,Yes
ju35255,Wilbur Lowdiane,KY,-,yes,no,Management,Training & Development,131000,10,2,202.1,123.4,10.9,9,99,Apr,W17,107,Yes
jw35030,Barbey Greenan,OR,-,yes,no,Management,Training & Development,94850,18,0,267.6,213.3,16,3,126,Apr,W17,144,Yes
jw39217,Burlie Levi,VT,-,no,no,Management,Training & Development,129050,18,1,266.9,209.9,11.9,5,107,Oct,W41,102,Yes
jy23570,Egon Navan,MI,-,no,no,Management,Training & Development,152500,23,0,191,270.4,7.9,4,107,Feb,W08,97,Yes
jz70374,Lyell Simka,ND,-,no,no,Management,Training & Development,251000,11,1,166.8,127.4,9.6,6,115,May,W22,130,Yes
ka70113,Kingsly Morkham,ID,-,no,no,Management,Training & Development,163300,14,1,166.6,169.9,11.4,4,109,Nov,W47,100,Yes
kb27720,Odelia Lethcoe,IN,iPhone,no,no,Management,Training & Development,186900,12,1,130.6,143.3,11.7,7,132,Apr,W18,83,Yes
kj63522,Stacee Reignard,TN,-,no,no,Management,Training & Development,154300,16,1,220.3,187,10.5,7,134,Apr,W16,120,Yes
kj92058,Laurice Luciani,NE,iPhone,yes,no,Management,Training & Development,148900,17,1,219.8,199.2,13.2,6,88,Apr,W16,71,Yes
kk27042,Erhard Quin,MO,Galaxy,yes,no,Management,Training & Development,161600,19,0,256.2,223.2,14.2,6,138,Sep,W37,90,Yes
kk55014,Ailee Chopy,ID,-,yes,no,Management,Training & Development,146950,12,1,203.8,137.6,8.3,6,109,Nov,W48,112,Yes
kl85569,Joellyn Ellings,DE,Galaxy,no,no,Management,Training & Development,167450,23,1,158.9,269.3,10.8,4,120,Dec,W50,87,Yes
km23192,Albertina Burndred,MT,-,no,no,Management,Training & Development,136100,18,0,174.1,213.3,13,4,87,Oct,W43,113,Yes
ko46445,Findley Petasch,NE,iPhone,no,no,Management,Training & Development,108650,15,2,197.3,181.6,15.9,2,127,May,W22,70,Yes
kp87403,Bowie Woolway,OH,-,no,no,Management,Training & Development,116200,19,0,265.3,228.6,9.8,4,120,Feb,W06,110,Yes
kv51100,Elsa Soar,WY,-,no,no,Management,Training & Development,175950,14,1,238.2,167.4,2.6,6,95,Nov,W48,112,Yes
kv91406,Rozalin Hinkensen,OH,-,no,no,Management,Training & Development,159700,13,1,227.3,157.6,7.5,6,132,Apr,W14,120,Yes
kw30658,Viviene Jenckes,AZ,-,no,no,Management,Training & Development,204700,12,0,125.7,144.5,11.6,1,107,Apr,W15,108,Yes
kw77796,Thayne Foale,IN,iPhone,no,no,Management,Training & Development,249050,14,2,143.9,160.6,10,6,116,Aug,W35,91,Yes
kx34922,Pauline Elcome,WV,-,no,no,Management,Training & Development,175100,17,0,135.9,198.1,13.2,3,86,Apr,W15,132,Yes
kz72317,Raddie Gilbard,OH,iPhone,no,no,Management,Training & Development,162800,15,0,220.3,175.2,0,0,93,Aug,W31,92,Yes
le41959,Elyssa Byrkmyr,NY,iPhone,no,no,Management,Training & Development,136350,9,2,235.3,102.6,9.1,5,118,Apr,W16,71,Yes
lf50449,Juanita McGregor,MO,-,no,no,Management,Training & Development,116600,14,1,182.3,165.9,14.3,4,134,Sep,W38,114,Yes
lg24148,Langston Hukins,VA,Galaxy,no,no,Management,Training & Development,174750,14,0,220.1,169.5,10.9,3,108,Mar,W14,71,Yes
li15451,Creighton Wankling,IL,-,no,yes,Management,Training & Development,88000,27,2,239.9,319.3,8.4,4,126,Oct,W41,138,Yes
lr49966,Ardra Ridges,OR,Galaxy,no,yes,Management,Training & Development,149750,12,0,249.5,145,5.7,4,96,Sep,W36,90,Yes
ls53327,Evangeline McClarence,OR,-,no,no,Management,Training & Development,157100,18,2,141.1,216.4,18.4,3,140,Oct,W40,102,Yes
lw48107,Pauly Gulleford,WY,-,no,yes,Management,Training & Development,153350,16,0,227.3,194,8.4,5,113,Sep,W40,126,Yes
lx10592,Binni Lafrentz,AZ,Galaxy,no,no,Management,Training & Development,202400,16,4,190,187.2,11.8,4,113,Jul,W31,67,Yes
lx57901,Skipp Whorall,OR,iPhone,no,yes,Management,Training & Development,10650,22,1,169.4,256.6,7.7,9,105,May,W20,70,Yes
ly16730,Bern Eneas,CO,iPhone,no,no,Management,Training & Development,135000,16,2,189.3,188.5,9.8,4,147,Jul,W29,56,Yes
mb58166,Charmian Adriani,HI,-,yes,no,Management,Training & Development,184600,12,0,139.3,138.7,11.3,4,67,Feb,W06,98,Yes
mc29824,Mattie Jarritt,NC,-,no,no,Management,Training & Development,164300,22,4,128.6,264.1,9.1,3,138,Dec,W53,99,Yes
md22895,Allix Plessing,OR,-,no,no,Management,Training & Development,165600,20,1,174.4,235.3,11,3,133,Nov,W47,100,Yes
me17303,Redford Ninnoli,MN,-,no,no,Management,Training & Development,137350,17,1,294.8,196.3,13.8,2,134,Apr,W16,107,Yes
me77710,Karleen O'Carmody,OK,Galaxy,no,no,Management,Training & Development,174250,12,2,272.6,140.9,7.5,4,129,Jun,W23,94,Yes
mh51265,Louisa Cuming,DE,-,no,no,Management,Training & Development,216250,14,1,264.4,159.3,6,5,107,Dec,W50,124,Yes
mi35016,Odelinda Mudd,DC,Galaxy,no,no,Management,Training & Development,172700,13,2,197.8,152.5,9.7,3,114,Mar,W11,84,Yes
mj62445,Annabela Grief,NE,-,yes,no,Management,Training & Development,137950,20,0,277.4,233.9,9.2,4,130,Jan,W04,110,Yes
mj78569,Shaina Scuffham,NJ,-,no,no,Management,Training & Development,161650,17,2,247.5,197.7,9.8,6,156,Jun,W25,105,Yes
mn99190,Norean Olufsen,KS,iPhone,no,no,Management,Training & Development,151200,14,0,223.7,167.3,15.2,8,99,Jan,W04,86,Yes
mo35322,Ernst Haruard,PA,iPhone,yes,no,Management,Training & Development,189700,16,3,150.8,183.2,10.2,3,133,Jul,W28,80,Yes
mv22617,Leonerd Fortoun,OH,-,no,no,Management,Training & Development,90200,13,1,192.5,157.6,8.1,3,128,Jan,W04,98,Yes
mv85013,Judith Manterfield,MI,-,no,no,Management,Training & Development,119500,15,2,217,178.6,6.8,3,66,Nov,W46,112,Yes
mw86950,Marcella Standen,LA,-,no,no,Management,Training & Development,159300,15,1,233.4,177.8,12.2,6,104,Nov,W48,100,Yes
mx37331,Abra Diament,KS,iPhone,no,no,Management,Training & Development,140700,17,0,213.6,205.5,12.2,6,104,Jun,W23,81,Yes
na42313,Julianne Dunmore,NM,-,no,no,Management,Training & Development,176450,19,1,162.6,229,13.3,2,127,Dec,W52,99,Yes
nc60968,Flynn Guittet,HI,Galaxy,no,no,Management,Training & Development,162250,14,1,231.9,161.4,8.4,2,124,Apr,W17,46,Yes
nd16104,Martie Klugman,IA,-,no,no,Management,Training & Development,116550,18,1,191.4,210.8,11.1,4,129,Jun,W23,106,Yes
nd29323,Louisa Bentzen,VA,-,no,no,Management,Training & Development,183600,13,1,227,153.7,12.7,4,130,Sep,W37,115,Yes
ng80198,Andreas Plumstead,PA,iPhone,no,no,Management,Training & Development,142950,14,3,192.4,161.7,10.1,3,107,Sep,W37,90,Yes
nj52620,Bordy Gotcher,SC,-,no,no,Management,Training & Development,93750,14,0,202.3,166.5,9.5,5,108,Jan,W02,111,Yes
nl13178,Lane Reely,AZ,-,no,no,Management,Training & Development,50050,14,1,211.4,169.6,9.4,3,74,Jul,W30,129,Yes
nl81091,Bidget Colbertson,VT,-,no,no,Management,Training & Development,144150,20,0,285.4,234.7,11.2,4,127,Dec,W50,99,Yes
nl99945,Dalila Asbery,OH,iPhone,yes,no,Management,Training & Development,172150,21,1,169.6,241.4,7.8,2,123,May,W22,94,Yes
nn12153,Tanny Davion,SC,-,no,no,Management,Training & Development,176100,18,1,193,214.1,11.9,4,98,Jun,W25,142,Yes
nn17892,Ofelia Western,GA,-,yes,no,Management,Training & Development,102850,23,2,160.5,270.4,7.7,4,115,Mar,W12,108,Yes
nn86318,Krystalle Heinrich,ND,iPhone,yes,yes,Management,Training & Development,108550,18,2,234.3,215,5.8,4,120,Jun,W26,56,Yes
no11555,Maxie Foulkes,RI,Galaxy,no,no,Management,Training & Development,79300,17,0,206.2,199.6,6.5,4,129,Jan,W04,86,Yes
nr15320,Mayer Pedersen,MT,-,no,no,Management,Training & Development,214800,19,2,109.9,221.1,12.4,4,136,Nov,W46,100,Yes
ns70138,Man Yorston,MN,-,yes,no,Management,Training & Development,222850,14,0,194.3,165.2,10.6,5,97,Sep,W40,126,Yes
nt33443,Wainwright Dewing,UT,-,no,no,Management,Training & Development,222550,19,1,136.6,220.6,9.6,5,119,Apr,W18,131,Yes
nu80105,Thoma Bogies,MN,iPhone,yes,no,Management,Training & Development,185750,10,1,205.1,112.7,7.3,4,109,Aug,W32,79,Yes
ny22459,Micheal Malshinger,TN,iPhone,no,no,Management,Training & Development,166000,18,3,259.9,216.7,12.5,4,123,Feb,W09,72,Yes
ny40975,Calhoun Yair,FL,iPhone,no,yes,Management,Training & Development,98750,20,3,204.2,229.7,10.1,3,142,Oct,W41,89,Yes
nz22296,Bernice Volk,WI,iPhone,no,no,Management,Training & Development,130900,19,1,265.3,225.8,3.5,3,133,May,W19,70,Yes
ob87723,Lionel Impson,VT,-,no,no,Management,Training & Development,167550,11,3,78.1,130.1,7.4,4,91,Jun,W24,130,Yes
oc23002,Nealy Pates,FL,-,no,no,Management,Training & Development,154200,14,3,168.5,167.7,11.3,3,107,Sep,W39,114,Yes
oe89290,Caresa Leinweber,RI,-,no,no,Management,Training & Development,199850,17,3,259.7,196.8,7,7,119,Nov,W48,100,Yes
of50434,Lyle Cocci,TN,-,no,yes,Management,Training & Development,136850,21,1,180.8,244.9,7.7,6,97,Dec,W49,100,Yes
of75134,Kori Hymus,TX,-,yes,no,Management,Training & Development,162200,22,0,209.5,261.3,8.9,6,108,Aug,W32,104,Yes
of85840,Clayton Moughton,WV,-,no,no,Management,Training & Development,150600,11,1,213.2,123.5,8.4,6,103,Feb,W10,145,Yes
oh37025,Inglebert Gillian,ID,-,no,no,Management,Training & Development,106100,13,2,199.3,157.3,8.6,4,158,Nov,W45,137,Yes
ok79876,Jarrod Buff,CA,-,no,yes,Management,Training & Development,155550,18,1,203.8,206.7,11.1,6,108,Oct,W42,113,Yes
on42536,Darice Boston,CA,-,no,no,Management,Training & Development,132500,19,2,221,224.2,8.6,8,127,Sep,W40,126,Yes
on67407,Hulda Whyte,NJ,-,no,no,Management,Training & Development,173250,24,0,197.3,283.1,12.5,3,91,Oct,W42,126,Yes
op16103,Burl Tomkies,NE,iPhone,yes,no,Management,Training & Development,139000,23,2,381.9,274.8,7.5,5,151,Apr,W15,83,Yes
oq24532,Barnie Pistol,SC,-,yes,no,Management,Training & Development,125650,24,0,149.9,276.8,10.2,6,109,Dec,W53,135,Yes
or58209,Alleyn Elcum,AL,-,no,no,Management,Training & Development,143550,11,2,266.3,123.9,2.9,7,114,Apr,W17,132,Yes
pe49380,Kristo Duigan,MD,-,no,no,Management,Training & Development,97250,11,2,253.1,127.7,10.1,5,169,Oct,W44,125,Yes
pe62516,Gery Peedell,CT,iPhone,no,no,Management,Training & Development,209000,20,3,158.7,240.1,8.9,5,102,Nov,W47,76,Yes
pf26481,Kim Peye,HI,-,yes,no,Management,Training & Development,182250,18,1,165,211.7,10,8,72,Mar,W12,96,Yes
pg12305,Zach Dougherty,MA,-,no,yes,Management,Training & Development,163950,16,1,205.2,185.5,10.9,4,116,Jan,W04,135,Yes
ph77246,Catarina Tinto,TN,-,no,no,Management,Training & Development,107950,18,0,231.7,206.9,6.1,6,122,Jun,W26,105,Yes
pi45939,Olivia Bratty,CT,-,no,no,Management,Training & Development,121050,27,1,224.1,318.7,11.1,7,93,Jan,W02,111,Yes
pn76587,Chev Judron,MA,iPhone,no,no,Management,Training & Development,178000,20,1,239.2,237.4,9.8,11,132,Nov,W46,52,Yes
pp18104,Darrell Olexa,OH,-,yes,no,Management,Training & Development,174000,18,2,212.9,209.4,7,2,106,Feb,W05,122,Yes
pr70193,Isabeau Whartonby,OR,iPhone,no,no,Management,Training & Development,152000,12,2,203,141.2,8.4,5,87,Jun,W24,93,Yes
ps94464,Zsa zsa Ghilks,VT,-,yes,no,Management,Training & Development,182150,16,0,333.5,188.2,11.3,10,122,Aug,W33,115,Yes
pv47726,Dotty Adrien,VA,-,no,no,Management,Training & Development,172450,15,5,203.8,178.6,12.8,3,61,Aug,W35,103,Yes
pv54943,Marlene Chretien,VA,-,no,no,Management,Training & Development,189400,17,2,210.6,203,6.9,2,143,Jul,W30,104,Yes
px17912,Mariann Biffen,SD,-,yes,no,Management,Training & Development,145500,16,1,196.5,193.6,10.2,4,89,Apr,W14,108,Yes
px41517,Louis Kahn,HI,-,no,no,Management,Training & Development,234750,14,3,151.6,165.8,2.2,4,134,Jan,W04,98,Yes
qa63976,Shellie Ugoletti,TN,-,no,no,Management,Training & Development,126900,17,2,231.7,200.2,11.9,3,125,Aug,W32,104,Yes
qa81904,Lesley Hymer,WA,-,yes,no,Management,Training & Development,137100,21,1,142.4,250.3,6.6,8,125,Nov,W47,100,Yes
